"°íÀ¯¹øÈ£","¾ğ¾î","»óÈ£¸í","ÄÜÅÙÃ÷URL","ÁÖ¼Ò","½ÅÁÖ¼Ò","ÀüÈ­¹øÈ£","À¥»çÀÌÆ®","¿î¿µ½Ã°£","±³ÅëÁ¤º¸","È¨ÆäÀÌÁö ¾ğ¾î","´ëÇ¥¸Ş´º"
"7893","ja","Pooja","https://japanese.visitseoul.net/restaurants/Pooja-JP/JPP007890?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP007890","110-840 «½«¦«ëã¼ñ£ÖØ?óããáÔ×207 ","03104 «½«¦«ëã¼«Á«ç«ó«Î(ñ£ÖØ)?«Á«ç«ó«í327 (óããáÔ×)","+82-2-744-2199","http://www.pooja.co.kr/","øÁìí11:00~23:00KST","ò¢ù»?1?àÊ¡¸«È«ó«ß«ç«¢«×¡¹?8ÛãõóÏ¢","ùÛ?åŞ",""
"4312","zh-CN","?İÁûı?èİ(Dongbukhwagwawang)","https://chinese.visitseoul.net/restaurants/?İÁûı?èİDongbukhwagwawang/CNP004309?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP004309","110-842 âÏ?÷å?ã¼?ÖØ?óããáìéÔ× 463-1","03119 âÏ?ã¼?ÖØ??ÖØ46Ê¶11 ","+82-2-742-5168","","11:30~24:00 KST","1?? ?ÓŞ?ó×5,6?õóÏ¢  ","","åÏë¿Íú "
"4771","ko","¸íÇ°ÀÜÄ¡±¹¼ö","https://korean.visitseoul.net/restaurants/¸íÇ°ÀÜÄ¡±¹¼ö/KOP004771?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP004771","121-839 ¼­¿ï ¸¶Æ÷±¸ ¼­±³µ¿ 479-8 ","04004 ¼­¿ï ¸¶Æ÷±¸ µ¿±³·Î 103 ","0507-1399-2008","","¿ù~Åä 10:00~22:00","6È£¼± ¸Á¿ø¿ª 1¹ø Ãâ±¸","","ÀÜÄ¡±¹¼ö, ºñºö±¹¼ö, ¿Õ¸¸µÎ, À¯ºÎ±¹¼ö"
"7291","en","Samcheonggak","https://english.visitseoul.net/restaurants/Samcheonggak-EN/ENP007290?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP007290","330-115 Seongbuk-dong, Seongbuk-gu, Seoul "," 02822 3, Daesagwan-ro, Seongbuk-gu, Seoul (Seongbuk-dong, Samcheonggak) ","+82-2-765-3700","http://www.samcheonggak.or.kr/ ","12:00-22:00 KST","Subway Line 5, Gwanghwamun Station - Take the shuttle outside Kyobo Book Store (10:00 - 21:00)  ","KOR","SAN-CHEONG(120,000 KRW), IN-CHEONG(150,000 KRW), SURA(200,000 KRW)"
"5288","zh-CN","Dogahun640","https://chinese.visitseoul.net/restaurants/Dogahun6403/CNP005287?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005287","135-120 âÏ?÷å?ã¼Ë°Ñõ?ãæŞÍÔ× 640-6","135-120 âÏ?ã¼Ë°Ñõ?åéñ¶ÖØ172Ê¶23 ","+82-2-3446-2105","","12:00~14:30/18:00~21:00 / àøÑ¢ìí 11:00~15:00/18:00~22:00","3?? ää?ïÍ 2õóÏ¢  İÎÓĞ? ää?ïÍ?Óì? 5.6?õóÏ¢  ","","?ñ½Öù×â"
"5053","zh-CN","Inamjang(ß²à÷Ô×İÂïÁ)","https://chinese.visitseoul.net/restaurants/Inamjang-CN/CNP005049?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005049","135-881 âÏ?Ë°Ñõ?ß²à÷Ô× 165-12 ","06172 âÏ?ã¼Ë°Ñõ?ÜåëÚŞÑÖØ108Ê¶21 ","+82-2-569-8726","","øÁìí10:00~22:00£¬ñ²ØÇ10:00~21:00 KST","2?? ß²à÷ó×7?õóÏ¢    9?? ÜåëÚŞÑó×5?õóÏ¢ÜÆú¼7İÂ?","","éÚ?áï?"
"6962","ko","°­¼­¸é¿Á ","https://korean.visitseoul.net/restaurants/°­¼­¸é¿Á/KOP006962?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006962","100-814 ¼­¿ï Áß±¸ ¼­¼Ò¹®µ¿ 120-15 ","04513 ¼­¿ï Áß±¸ ¼¼Á¾´ë·Î11±æ 35 ","02-752-1945","","¸ÅÀÏ 11:00~15:00, 17:00~22:00","2È£¼± ½ÃÃ»¿ª 9¹øÃâ±¸ Áß¾ÓÀÏº¸¹æÇâ ¿ÜÈ¯ÀºÇà °ñ¸ñ 50m    1È£¼± ½ÃÃ»¿ª 9¹øÃâ±¸ Áß¾ÓÀÏº¸¹æÇâ ¿ÜÈ¯ÀºÇà °ñ¸ñ 50m ","","Æò¾ç¹°³Ã¸é, ÇÔÈïºñºö³Ã¸é, »ï°ã»ì"
"6985","ja","«Á«ç«½«Î«¯","https://japanese.visitseoul.net/restaurants/«Á«ç«½«Î«¯/JPP006970?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006970","100-847 «½«¦«ëã¼ñé?ëàò¨ÖØ3Ê¶229-1 ","04544 «½«¦«ëã¼«Á«å«ó(ñé)?«¦«ë«Á«í15«®«ë6-5 (ëàò¨ÖØ3Ê¶)","+82-2-2266-0333","","êÅ~÷Ï 11:30~14:30¡¢16:30~21:30 KST","ò¢ù»?2?àÊ¡¸«¦«ë«Á«í«µ«à«¬¡¹?6ÛãõóÏ¢ ","","«ä«ó«Ë«ç«à«½«¬«ë«Ó(Ú«Üõª±éÚ«««ë«Ó)¡¢«««ë«Ó«¿«ó¡¢«Æ«°«¿«ó(ª¿ªé«¹?«×)¡¢«Á«ã«ó«°«¯«Ñ«×"
"7030","ko","ÇÃ·Î¸®¾È","https://korean.visitseoul.net/restaurants/ÇÃ·Î¸®¾È-KR/KOP007029?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP007029","138-169 ¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ °¡¶ôº»µ¿ 80¼º¿ø»ó¶¼ºô 102µ¿ 122È£ ","05718 ¼­¿ïÆ¯º°½Ã ¼ÛÆÄ±¸ ¼ÛÆÄ´ë·Î28±æ 27 (°¡¶ôµ¿) ","02-403-1248","","11:00~22:00","8È£¼± °¡¶ô½ÃÀå¿ª 3,4¹ø Ãâ±¸ 3È£¼±    ","",""
"2506","zh-TW","ø¢à¹","https://tchinese.visitseoul.net/restaurants/Palseon-TC/TCP002486?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP002486","100-856 âÏì³ã¼ñéÏ¡?õ÷Ô×2Ê¶202 ","04605 âÏì³ã¼ñéÏ¡ÔÔûÉÖØ249 2×§","+82-2-2230-3366","http://www.shilla.net/seoul/dining/viewDining.do?contId=PAL#","12:00 ~ 14:30 /17:30 ~ 21:30 KST","ò¢ôÑ3ûÜàÊÔÔÏĞÓŞùÊó×5ûÜõóÏ¢","ùÛÙş¡¢çÈÙş¡¢ìíÙş¡¢ñéÙş",""
"6293","zh-CN","ıÙÔÊÊ«(Heukdonga)","https://chinese.visitseoul.net/restaurants/ıÙÔÊÊ«Heukdonga-CN/CNP006289?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006289","135-090 âÏ?÷å?ã¼Ë°Ñõ?ß²àòÔ× 147-15","06163 âÏ?ã¼Ë°Ñõ?ÜåëÚŞÑÖØ86Ê¶14 ","+82-2-2051-0008","","øÁìí 11:30 ~ 15:00/17:00 ~ 22:00 (KST) ñ²ØÇ 11:30 ~ 22:00 (KST)","2?? ß²à÷ 5õóÏ¢  ","","?îÄë¿"
"23739","en","Gino's NY Pizza","https://english.visitseoul.net/restaurants/Ginos-NY-Pizza-Eng/ENP023674?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP023674","06019 15, Seolleung-ro 155-gil, Gangnam-gu, Seoul ","06019 15, Seolleung-ro 155-gil, Gangnam-gu, Seoul ","+82-507-1403-2234","","Weekdays 11:30 - 15:00 (KST) / 17:00 - 22:00 (KST) Sat 11:30 - 22:00 (KST) / Sun 11:30 - 21:00 (KST)","Bundang Line, Apgujeongrodeo Station, Exit 5 (4 mins on foot)","",""
"14220","en","Tea Coop Store","https://english.visitseoul.net/restaurants/TeaCoopStore/ENP014220?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP014220","110-360 1, Unni-dong, Jongno-gu, Seoul ","110-360 99, Donhwamun-ro 11ga-gil, Jongno-gu, Seoul ","+82-2-765-5634","","Daily 10:30 - 18:30 (KST)","Subway Line 3, Anguk Station, Exit 4","",""
"14224","zh-TW","ùÛÏĞÙşûùïñù¡Î½","https://tchinese.visitseoul.net/restaurants/ùÛÏĞÙşûùïñù¡Î½/TCP014220?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP014220"," âÏì³ã¼ñ£ÖØÏ¡ê£ÒúÔ×1 ","03131 âÏì³ã¼ñ£ÖØÏ¡ÔÄûùÚ¦ÖØ11gaÖØ99 ","+82-2-765-5634","","10:30 - 18:30 (KST)","ò¢ôÑ3ûÜàÊäÌÏĞó×4ûÜõóÏ¢","",""
"6583","en","Maple Tree House Itaewon Branch","https://english.visitseoul.net/restaurants/DanpungnamujipItaewon-branch-EN/ENP006582?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006582","140-201 116-1, Itaewon 1(il)-dong, Yongsan-gu, Seoul ","04350 26, Itaewon-ro 27ga-gil, Yongsan-gu, Seoul ","+82-2-790-7977","","Weekdays 11:30 - 15:00 / 17:00 - 22:00 (KST) Weekends 10:00 - 20:00 (KST)","Subway Line 6, Itaewon Station, Exit 1  ","",""
"6614","ko","³ªÆú·¹¿Ë°úÀÚÁ¡","https://korean.visitseoul.net/restaurants/³ªÆú·¹¿Ë/KOP006613?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP006613","  ","02880 ¼­¿ï ¼ººÏ±¸ ¼ººÏ·Î 7 ","02-742-7421","napoleonbakery.co.kr","09:00~21:00","4È£¼± ÇÑ¼º´ëÀÔ±¸¿ª 5¹ø Ãâ±¸¿¡¼­ 44m","","º£ÀÌÄ¿¸®"
"4454","zh-CN","ÕÃØü81Ûãè©(Ramen 81-beonok)  ","https://chinese.visitseoul.net/restaurants/ÕÃØü81Ûãè©Ramen-81-beonok/CNP004426?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP004426","140-889 âÏ??ß£??ÑõÔ× 557-4 ","04411 âÏ?ã¼?ß£?ÓŞŞÅ?ÖØ34Ê¶74  ","+82-70-8119-6770","","11:00~21:00 KST","6?? ×Ş÷ÁêÂó×2?õóÏ¢    ","","ÕÃØü"
"5544","ja","«Ô«ç«¯«Á«§¡¤«««ë«Ó «¿«ï?«Ñ«ì«¹ïÁ","https://japanese.visitseoul.net/restaurants/«Ô«ç«¯«Á«§¡¤«««ë«Ó-«¿«ï?«Ñ«ì«¹ïÁ/JPP005524?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP005524","135-554 «½«¦«ëã¼«««óË°Ñõ?Ô³ÍÛÔ×467-29 ","06294 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«ª«ó«¸«å«í30«®«ë26 (Ô³ÍÛÔ×)","+82-2-2058-3535","https://www.bjgalbi.com/index","øÁìí 11:30~15:00¡¢17:00~22:00 / ñÎØÇ 11:30~22:00 KST","«×«ó«À«óàÊ¡¸«È«´«¯¡¹?4ÛãõóÏ¢","ùÛ?åŞ","«½«ë«Õ«¡?«»«ó«««ë«Ó(àäü£ßæ«««ë«ÓªÎ?ë¿) «½«ë«Õ«¡?«»«ó«É«¥«ó«·«à(àäü£ßæ«í?«¹ªÎ?ë¿) «««ë«Ó«¿«ó(«««ë«ÓªÎ«¹?«×)"
"5563","ko","ÄÉÀÍÇÏ¿ì½ºÀ© (À©Á¦°úÁ¡)","https://korean.visitseoul.net/restaurants/ÄÉÀÍÇÏ¿ì½ºÀ©1/KOP005560?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005560","135-950 ¼­¿ï °­³²±¸ Ã»´ãµ¿ 31-14 31-14","06067 ¼­¿ï °­³²±¸ »ï¼º·Î 719 (Ã»´ãµ¿, °æ´öºôµù) ","02-546-1585","","08:00 ~ 22:00","7È£¼± Ã»´ã¿ª 8¹ø Ãâ±¸  ","","º£ÀÌÄ¿¸®"
"5770","zh-CN","L'Espoir","https://chinese.visitseoul.net/restaurants/LEspoir35/CNP005770?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005770","135-100 âÏ?ã¼Ë°Ñõ?ôèÓÁÔ× 90-25","06016 âÏ?ã¼Ë°Ñõ?à¾×ÕÖØ152Ê¶33 ","+82-2-517-6034","","12:00 ~ 15:00 / 18:00 ~ 22:00 (KST)","7?? ?Ô×ó×1?õóÏ¢ İÎÓĞ? ää?ïÍ?Óì?ó×3.4?õóÏ¢  ","","Ûö?Öù×â "
"5772","ja","L'Espoir du Hibou","https://japanese.visitseoul.net/restaurants/LEspoir-du-Hibou35/JPP005770?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP005770","135-100 «½«¦«ëã¼Ë°Ñõ??ÓÁÔ× 90-25","06016 «½«¦«ëã¼«««ó«Ê«à«°(Ë°Ñõ?)«½«ó«ë«ó«í152«®«ë33 ","+82-2-517-6034","","12:00 - 15:00£¯18:00 - 22:00 (KST)","«Ö«ó«À«ó«½«ó(İÎÓĞàÊ) «¢«Ã«¯«¸«ç«ó«í«Ç«ª 3¡¤4ÛãõóÏ¢  ","","«é«ó«Á«³?«¹¡¢«Ç«£«Ê?«³?«¹"
"6303","en","Manbal","https://english.visitseoul.net/restaurants/Manbal-EN/ENP006299?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006299","06588 Bangbae4(sa)-dong, Seocho-gu, Seoul 878-1","06588 32, Seocho-daero 29-gil, Seocho-gu, Seoul ","+82-2-535-7456","","11:30 - 22:00 (KST) * Break time 15:00 - 17:00 (KST)","Line 7 Naebang Exit 8  ","","Rib eye, bulgogi (barbequed beef)"
"6749","en","Tumbler Beer","https://english.visitseoul.net/restaurants/Tumbler-Beer2/ENP006746?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP006746","06236 736-22, Yeoksam-dong, Gangnam-gu, Seoul ","06236 15, Teheran-ro 20-gil, Gangnam-gu, Seoul ","+82-2-538-6665","","Weekdays 16:00-03:00, Saturdays 16:00-24:00 KST","Subway Line 2, Yeoksam Station, Exit 3  ","",""
"5619","en","Phoenix","https://english.visitseoul.net/restaurants/Phoenix/ENP005615?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005615","135-840 Daechi 4(sa)-dong, Gangnam-gu, Seoul 892","135-840 440, Teheran-ro, Gangnam-gu, Seoul ","+82-2-566-2520","","Daily 12:00 -15:00 & 18:00 - 22:00","Subway Line 2, Seolleung Station, Exit 1  ","",""
"5628","zh-CN","÷Á??ü£(Thai Orchid)","https://chinese.visitseoul.net/restaurants/Thai-Orchid-CN/CNP005520?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP005520","140-893 âÏ??ß£??ÑõÔ× 736-9 ","04404 âÏ?ã¼?ß£?Õó÷ÁêÂÖØ214-1 ","+82-2-795-3338","","11:00 - 23:00","6??×Ş÷ÁêÂó×3õóÏ¢","","÷ÁãÒÖù×â (ÔÏëãÍí£¬÷Á?ãÒõ¤Ú·İÏ)"
"5638","ja","«««ë«Ó?«ß«ç«ó«¬?«¤«µ«ó","https://japanese.visitseoul.net/restaurants/«««ë«Ó?«ß«ç«ó«¬?«¤«µ«ó/JPP005627?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP005627","136-813 «½«¦«ëã¼àòİÁ?ÔÄäÛÔ×12-8 ","02807 «½«¦«ëã¼«½«ó«Ö«¯(àòİÁ)?«Á«ç«ó«Ì«ó«í364 (ÔÄäÛÔ×)","+82-507-1449-8701","http://esang.co.kr/","11:00-22:00 KST","ò¢ù»?4?àÊ¡¸«­«ë«à¡¹?2ÛãõóÏ¢","ùÛ?åŞ","«¤«µ«ó«««ë«Ó(«««ë«ÓªÎ?ë¿)¡¢«ï«ó«Ü«ó«°«¤¡¢«Á«ç«ó«Ü«Ã«««ë«Ó«¿«ó(«¢«ï«Ó«««ë«Ó«¿«ó)¡¢«««ë«Ó«¿«ó"
"6410","zh-CN","ùàøÁØüè©(Hampyeongmyeonok)","https://chinese.visitseoul.net/restaurants/ùàøÁØüè©Hampyeongmyeonok1/CNP006407?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP006407","120-160 85, Daesin-dong, Seodaemun-gu, Seoul, Korea 85-1","03721 âÏ?ã¼à¤ÓŞ??àòß£ÖØ533 ","+82-2-392-3516","","øÁìí 11:00 ~ 21:00 (KST) ñ²×¿ 11:00 ~ 15:00 (KST)","2?? ×ŞÓŞó×2?õóÏ¢  ","","Øü?"
"4107","zh-TW","ãæïÍ(Ë°ÑõİÂïÁ)","https://tchinese.visitseoul.net/restaurants/Sinjeong-TC/TCP003994?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003994","135-935 âÏì³ã¼Ë°ÑõÏ¡æ¾ß²Ô×828-2 ","06239 âÏì³ã¼Ë°ÑõÏ¡ÓìıÙÕµÖØ8Ê¶29 ","+82-2-554-1033","","øÁìí11:30~22:30, ñÎØÇ11:30~21:30 KST","ò¢ôÑ2ûÜàÊË°Ñõó×1ûÜõóÏ¢","",""
"6629","ja","«Á«ç«ó«À«à¡¤«ß«ç«Î«¯¡¤«Ï«ó«Õ«ó«Í«ó«ß«ç«ó","https://japanese.visitseoul.net/restaurants/«Á«ç«ó«À«à¡¤«ß«ç«Î«¯¡¤«Ï«ó«Õ«ó«Í«ó«ß«ç«ó-JP/JPP006625?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP006625","135-090 «½«¦«ëã¼Ë°Ñõ?ß²à÷Ô× 8-1 Ëïàâ«Ó«ë«Ç«£«ó«°","06088 «½«¦«ëã¼«««ó«Ê«à«°(Ë°Ñõ?«½«ó«ë«ó«í664 Ëïàâ«Ó«ë«Ç«£«ó«° ","+82-507-1386-3778","http://5483777.modoo.at/","11:00 ~ 15:00 / 17:00 ~ 20:30 (KST)","7?àÊ «««ó«Ê«à«°«Á«ç«ó 1ÛãõóÏ¢Óù?5İÂ  ","","ÕÒ?"
"12788","zh-CN","Thunder Burger£¨×Ş÷ÁêÂİÂïÁ£©","https://chinese.visitseoul.net/restaurants/Thunder-Burger£¨×Ş÷ÁêÂİÂïÁ£©-C/CNP012788?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP012788","140-861 âÏ?÷å?ã¼?ß£?ì±÷ÁêÂì£Ô× 527","140-861 âÏ?ã¼?ß£??ŞíøÀÓŞÖØ218 ","+82-2-796-7005","","11:00~23:00 ","6?? ?ŞíøÀ 2õóÏ¢ÜÆú¼5İÂ?  ","",""
"13242","zh-CN","La Stella","https://chinese.visitseoul.net/restaurants/La-Stella4/CNP013239?utm_source=seoulopendata&utm_medium=restaurants&utm_content=CNP013239","04168 âÏ?÷å?ã¼Ø«øİ?Óşü£Ô× 169-1","04168 âÏ?ã¼Ø«øİ?Ø«øİÓŞÖØ58 ","+82-507-1448-7272","http://www.seoulgarden.co.kr/CN/","ğÄóÉ 07:00 - 09:30 (KST) çíóÉ 11:30 - 14:00 (KST) ?óÉ 18:00 - 21:00 (KST)","5?? Ø«øİó×3?õóÏ¢  ","??","ëòãÒÖù×â"
"23733","ja","THE FAMOUS BURGER","https://japanese.visitseoul.net/restaurants/the-famous-burger/JPP023672?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP023672","121-840 «½«¦«ëã¼Ø«øİ?à¤ÎéÔ×395-113 ","04043 «½«¦«ëã¼«Ş«İ(Ø«øİ)?«Á«ã«ó«À«ê«í3«¢«ó«®«ë24¡¡1Í­ (à¤ÎéÔ×)","+82-2-336-5201","","12:00 ~ 22:00 (KST)","ò¢ù»?2?àÊ¡¸«Ï«×«Á«ç«ó¡¹?3ÛãõóÏ¢ª«ªé500mì¤?","",""
"5709","en","My Ssong","https://english.visitseoul.net/restaurants/My-Ssong1/ENP005706?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005706","135-120 650-17, Sinsa-dong, Gangnam-gu, Seoul ","06021 16-4, Dosan-daero 45-gil, Gangnam-gu, Seoul ","+82-2-518-0105","","Weekdays 10:00-02:00, Weekends 10:00-15:00, 17:00-02:00 KST","* Subway Line 3, Apgujeong Station, Exit 3 * Bundang Line, Apgujeong Rodeo Station, Exits 5 & 6","",""
"5737","ja","«·«ó«µ¡¤«ß«ç«Î«¯","https://japanese.visitseoul.net/restaurants/«·«ó«µ¡¤«ß«ç«Î«¯/JPP005736?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP005736","135-010 «½«¦«ëã¼Ë°Ñõ?ÖåúÖÔ×96 ","06054 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«È«µ«ó«Ç«í46«®«ë11 (ÖåúÖÔ×) (ÖåúÖÔ×)","+82-2-518-7228","http://www.shinsamyeonok.co.kr/","11:00-22:00 (KST)","ò¢ù»?3?àÊ¡¸«¢«Ã«¯«¸«ç«ó¡¹?3ÛãõóÏ¢","ùÛ?åŞ","«Ï«Ì«¢«à«½¡¤«»«ó«É«¥«ó«·«à(ùÛéÚíÁéÚ«í?«¹)¡¢«Ï«Ì«¢«à«½¡¤«»«ó«É«¥«ó«·«à«×«ë«´«®(ùÛéÚíÁéÚ«í?«¹ªÎ«×«ë«´«®)¡¢ùÛéÚ«««ë«Ó«¿«ó¡¢«Á«ã«à«¹«Ã«×«ë¡¤«Ç«¸«¬«ë«Ó(Ì±÷©?ª­ÔÊ«««ë«Ó)¡¢«Õ«§¡¤«Í«ó«ß«ç«ó(í©ãóìıªêÕÒ?)"
"5504","ko","Å«±â¿ÍÁı","https://korean.visitseoul.net/restaurants/Å«±â¿ÍÁı/KOP005504?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005504","110-200 ¼­¿ï Á¾·Î±¸ ¼Ò°İµ¿ 122-3 ","03053 ¼­¿ï Á¾·Î±¸ ºÏÃÌ·Î5±æ 62 (¼Ò°İµ¿) ","02-722-9024","https://keunkiwajip.modoo.at/","11:30 - 21:00  15:00 - 17:30 (ºê·¹ÀÌÅ©Å¸ÀÓ)","3È£¼± ¾È±¹¿ª 1¹ø Ãâ±¸","","°£Àå°ÔÀå, ¾ç³ä°ÔÀå, ²É°ÔÀå ºñºö¹ä, ÀÎ»ï °¥ºñÂò"
"5517","en","Dukkeobi Jeongyukjeom Sikdang","https://english.visitseoul.net/restaurants/Dukkeobi-Jeongyukjeom-Sikdang/ENP005515?utm_source=seoulopendata&utm_medium=restaurants&utm_content=ENP005515","135-841 906-21, Daechi-dong, Gangnam-gu, Seoul ","06197 421, Yeoksam-ro, Gangnam-gu, Seoul ","+82-2-445-8742","","Weekdays 11:00-22:00, Weekends 11:00-21:00 KST","Subway Line 2 & Bundang Line, Seolleung Station, Exit 1  ","KOR",""
"3162","zh-TW","ÑõøİØıè©","https://tchinese.visitseoul.net/restaurants/ÑõøİØıè©/TCP003160?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP003160","100-180 âÏì³ã¼ ñéÏ¡ ÒşÔ× 125-","100-180 âÏì³ã¼ñéÏ¡ëàò¨ÖØ3Ê¶24 ","+82-2-777-2269","","ñÎìé ~ ñÎçé 11:30 ~ 22:00 (KST)<br>ñÎ×¿ ~ ñÎìí 11:30 ~ 21:00 (KST)","2ûÜàÊëàò¨ÖØìıÏ¢ó×1,2ûÜõóÏ¢","","ÕÒØı¡¢ÛÉÍé÷·¡¢î¶Úï"
"5226","ko","»ç·çºñ¾Æ","https://korean.visitseoul.net/restaurants/»ç·çºñ¾Æ/KOP005226?utm_source=seoulopendata&utm_medium=restaurants&utm_content=KOP005226","135-889 ¼­¿ï °­³²±¸ ½Å»çµ¿ 542-3 ","06036 ¼­¿ï °­³²±¸ ³íÇö·Î153±æ 57 ","02-540-7344","https://www.instagram.com/sarubia_garosugil/","ÀÏ~¸ñ 12:00 ~ 23:00 ±İ~Åä 12:00 ~ 24:00","3È£¼± ½Å»ç¿ª 8¹ø Ãâ±¸","","¾Æº¸Ä«µµ ÇªÅ¸³×½ºÄ« ÆÄ½ºÅ¸, ½¬¸²ÇÁ ºí·¢ ¿ÀÀÏ ÆÄ½ºÅ¸, »ç·çºñ¾Æ ½ºÅ×ÀÌÅ©"
"8656","ja","«Ï«ë«â«Ë¡¤«Ò«ç«ó«Ç¡¤«Ê«Ã«Á«Á«Ö","https://japanese.visitseoul.net/restaurants/«Ï«ë«â«Ë¡¤«Ò«ç«ó«Ç¡¤«Ê«Ã«Á«Á«Ö/JPP008647?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP008647","135-890 «½«¦«ëã¼Ë°Ñõ?ãæŞŞÔ×550-3 ","06029 «½«¦«ëã¼«««ó«Ê«à(Ë°Ñõ)?«¢«Ã«¯«¸«ç«ó«í14«®«ë11 (ãæŞŞÔ×)","+82-2-544-8020","","êÅ~÷Ï 11:30~15:00¡¢17:00~21:30 KST","ò¢ù»?3?àÊ¡¸«·«ó«µ¡¹?8ÛãõóÏ¢    ò¢ù»?3?àÊ¡¸«¢«Ã«¯«¸«ç«ó¡¹?5ÛãõóÏ¢Óù?8İÂ","",""
"13245","zh-TW","ûÉâ©ß¸Í®÷· (Hosu Samgyetang)","https://tchinese.visitseoul.net/restaurants/ûÉâ©ß¸Í®÷·-Hosu-Samgyetang5/TCP013244?utm_source=seoulopendata&utm_medium=restaurants&utm_content=TCP013244","150-841 âÏì³÷åÜ¬ã¼çµÔôøİÏ¡ãæÑÎçéÔ× 342-134","07397 âÏì³ã¼çµÔôøİÏ¡Ô³×ùÖØ276 ","+82-2-848-2440","","11:00 ~ 21:00 (KST)","7ûÜàÊ ãæ? 4ûÜõóÏ¢  ","","ß¸š¹÷·"
"38164","ja","«ë«Õ«È«³?«Ò?«¯«¡«ó«Õ«¡«à«ó(ÎÃûùÚ¦)ïÁ","https://japanese.visitseoul.net/restaurants/«ë«Õ«È«³?«Ò?«¯«¡«ó«Õ«¡«à«óÎÃûùÚ¦ïÁ/JPP038096?utm_source=seoulopendata&utm_medium=restaurants&utm_content=JPP038096"," «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Á«ç«ó«¸«óÔ×70 ","03159 «½«¦«ëã¼«Á«ç«ó«Î(ñ¤ÖØ)?«Á«ç«ó«í33«®«ë(«Á«ç«ó«¸«óÔ×¡¢«°«é«ó«½«¦«ë) 1Í­ ","+82-2-2158-7945","http://luft.kr","øÁìí08:00~20:30¡¢÷Ïèø12:00~20:00¡¢ìíèø11:30~17:00KST","ò¢ù»?1?àÊ¡¸«Á«ç«ó«¬«¯(ñ¤ÊÈ)¡¹?1ÛãõóÏ¢ª«ªé92m","","«¢«á«ê««?«Î£¨«ë«Õ«È«½«¦«ë\6,900 «Ï«ï«¤«««¦\6,900£© «««Õ«§«é«Æ \7,800 «««Õ«§«Ğ«Ë«é \7,800"
"38605","en","A unique fashion cafe in Seoul that can satisfy both the joy of seeing and watching and drinking ","","  ","  ","","","","","",""
